class,image_path,event_path
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand1_g_top_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand1_g_top_seg_1_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand1_g_top_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand1_g_top_seg_2_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand1_g_top_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand1_g_top_seg_3_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand1_g_top_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand1_g_top_seg_4_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand1_g_top_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand1_g_top_seg_5_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_bot_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_bot_seg_1_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_bot_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_bot_seg_2_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_bot_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_bot_seg_3_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_bot_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_bot_seg_4_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_bot_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_bot_seg_5_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_dif_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_dif_seg_1_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_dif_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_dif_seg_2_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_dif_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_dif_seg_3_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_dif_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_dif_seg_4_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_dif_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_dif_seg_5_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_left_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_left_seg_1_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_left_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_left_seg_2_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_left_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_left_seg_3_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_left_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_left_seg_4_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_left_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_left_seg_5_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_right_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_right_seg_1_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_right_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_right_seg_2_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_right_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_right_seg_3_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_right_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_right_seg_4_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_right_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_right_seg_5_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_top_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_top_seg_1_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_top_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_top_seg_2_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_top_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_top_seg_3_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_top_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_top_seg_4_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand2_g_top_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand2_g_top_seg_5_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand3_g_dif_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand3_g_dif_seg_1_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand3_g_dif_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand3_g_dif_seg_2_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand3_g_dif_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand3_g_dif_seg_3_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand3_g_dif_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand3_g_dif_seg_4_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand3_g_dif_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand3_g_dif_seg_5_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand4_g_bot_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand4_g_bot_seg_1_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand4_g_bot_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand4_g_bot_seg_2_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand4_g_bot_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand4_g_bot_seg_3_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand4_g_bot_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand4_g_bot_seg_4_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand4_g_bot_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand4_g_bot_seg_5_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand5_g_bot_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand5_g_bot_seg_1_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand5_g_bot_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand5_g_bot_seg_2_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand5_g_bot_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand5_g_bot_seg_3_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand5_g_bot_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand5_g_bot_seg_4_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand5_g_bot_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand5_g_bot_seg_5_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand5_g_dif_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand5_g_dif_seg_1_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand5_g_dif_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand5_g_dif_seg_2_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand5_g_dif_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand5_g_dif_seg_3_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand5_g_dif_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand5_g_dif_seg_4_cropped.mat
g,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/g/hand5_g_dif_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/g/hand5_g_dif_seg_5_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_bot_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_bot_seg_1_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_bot_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_bot_seg_2_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_bot_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_bot_seg_3_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_bot_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_bot_seg_4_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_bot_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_bot_seg_5_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_dif_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_dif_seg_1_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_dif_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_dif_seg_2_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_dif_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_dif_seg_3_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_dif_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_dif_seg_4_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_dif_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_dif_seg_5_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_left_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_left_seg_1_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_left_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_left_seg_2_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_left_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_left_seg_3_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_left_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_left_seg_4_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_left_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_left_seg_5_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_right_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_right_seg_1_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_right_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_right_seg_2_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_right_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_right_seg_3_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_right_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_right_seg_4_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_right_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_right_seg_5_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_top_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_top_seg_1_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_top_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_top_seg_2_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_top_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_top_seg_3_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_top_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_top_seg_4_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand1_h_top_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand1_h_top_seg_5_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_bot_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_bot_seg_1_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_bot_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_bot_seg_2_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_bot_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_bot_seg_3_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_bot_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_bot_seg_4_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_bot_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_bot_seg_5_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_dif_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_dif_seg_1_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_dif_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_dif_seg_2_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_dif_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_dif_seg_3_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_dif_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_dif_seg_4_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_dif_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_dif_seg_5_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_left_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_left_seg_1_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_left_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_left_seg_2_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_left_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_left_seg_3_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_left_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_left_seg_4_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_left_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_left_seg_5_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_right_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_right_seg_1_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_right_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_right_seg_2_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_right_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_right_seg_3_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_right_seg_4_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_right_seg_4_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_right_seg_5_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_right_seg_5_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_top_seg_1_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_top_seg_1_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_top_seg_2_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_top_seg_2_cropped.mat
h,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/data/asl-data/asl_dataset/h/hand2_h_top_seg_3_cropped.jpeg,/home/z4j/Neuromorphic_Vision/Vision_AI_Project/EventGAN/generated_events/asl_data_eventgan/h/hand2_h_top_seg_3_cropped.mat
